     t     ,     r     ,     v     ,     p     ,     m     
  17.44819,    0.18168,    0.16493,    0.01107,    0.66039
  17.45619,    0.19026,    0.17190,    0.01243,    0.63661
  17.46419,    0.19882,    0.18295,    0.01386,    0.78071
  17.47219,    0.20736,    0.19199,    0.01532,    0.53825
  17.48019,    0.21589,    0.20071,    0.01686,    0.77901
  17.48819,    0.22440,    0.21179,    0.01849,    0.42975
  17.49619,    0.23290,    0.22051,    0.02020,    0.82313
  17.50419,    0.24138,    0.22715,    0.02194,    0.56037
  17.51219,    0.24983,    0.23947,    0.02383,    0.92834
  17.52019,    0.25827,    0.24769,    0.02575,    0.72662
  17.52819,    0.26669,    0.25409,    0.02771,    0.96745
  17.53619,    0.27510,    0.26377,    0.02983,    0.83189
  17.54419,    0.28347,    0.26919,    0.03196,    0.66581
  17.55219,    0.29183,    0.27940,    0.03418,    0.91176
  17.56019,    0.30017,    0.28573,    0.03650,    0.60837
  17.56819,    0.30848,    0.29867,    0.03887,    0.59999
  17.57619,    0.31677,    0.30224,    0.04122,    0.97312
  17.58418,    0.32503,    0.31307,    0.04371,    0.89357
  17.59218,    0.33327,    0.32031,    0.04630,    0.85470
  17.60018,    0.34149,    0.32564,    0.04883,    0.85145
  17.60818,    0.34968,    0.33362,    0.05149,    0.77191
  17.61618,    0.35784,    0.34150,    0.05414,    0.47876
  17.62418,    0.36597,    0.35030,    0.05688,    0.43483
  17.63218,    0.37408,    0.36161,    0.05974,    0.50282
  17.64018,    0.38216,    0.37050,    0.06267,    0.90651
  17.64818,    0.39021,    0.38007,    0.06573,    1.03046
  17.65618,    0.39823,    0.38783,    0.06879,    1.08321
  17.66418,    0.40622,    0.39232,    0.07191,    0.86128
  17.67218,    0.41418,    0.40121,    0.07505,    0.62920
  17.68018,    0.42210,    0.40941,    0.07828,    0.63617
  17.68818,    0.43000,    0.41535,    0.08151,    0.41935
  17.69618,    0.43786,    0.42827,    0.08494,    0.62980
  17.70418,    0.44569,    0.43529,    0.08832,    0.70291
  17.71218,    0.45348,    0.44181,    0.09183,    0.75059
  17.72017,    0.46124,    0.45046,    0.09546,    0.74232
  17.72817,    0.46897,    0.45547,    0.09914,    0.64249
  17.73617,    0.47666,    0.46530,    0.10285,    0.57828
  17.74417,    0.48431,    0.47024,    0.10659,    0.71753
  17.75217,    0.49193,    0.47937,    0.11036,    0.78048
  17.76017,    0.49951,    0.48399,    0.11420,    0.55349
  17.76817,    0.50705,    0.49109,    0.11803,    0.57575
  17.77617,    0.51455,    0.49948,    0.12195,    0.36403
  17.78417,    0.52201,    0.51448,    0.12604,    0.70556
  17.79217,    0.52943,    0.52366,    0.13030,    0.82929
  17.80017,    0.53682,    0.52697,    0.13449,    0.78006
  17.80817,    0.54416,    0.53047,    0.13865,    0.53243
  17.81617,    0.55146,    0.53529,    0.14292,    0.23394
  17.82417,    0.55872,    0.54801,    0.14725,    0.55087
  17.83217,    0.56593,    0.55782,    0.15165,    0.77623
  17.84017,    0.57311,    0.55959,    0.15613,    0.58959
  17.84817,    0.58024,    0.56582,    0.16070,    0.53008
  17.85616,    0.58732,    0.57685,    0.16523,    0.43495
  17.86416,    0.59436,    0.58104,    0.16990,    0.56361
  17.87216,    0.60136,    0.59008,    0.17453,    0.46844
  17.88016,    0.60830,    0.59789,    0.17923,    0.39360
  17.88816,    0.61521,    0.60213,    0.18406,    0.11021
  17.89616,    0.62206,    0.61529,    0.18891,    0.51347
  17.90416,    0.62887,    0.62011,    0.19392,    0.65728
  17.91216,    0.63563,    0.62368,    0.19891,    0.32297
  17.92016,    0.64235,    0.63262,    0.20393,    0.15141
  17.92816,    0.64901,    0.63802,    0.20901,    0.29010
  17.93616,    0.65562,    0.64715,    0.21413,    0.48471
  17.94416,    0.66219,    0.64974,    0.21929,    0.29784
  17.95216,    0.66870,    0.65798,    0.22451,    0.31439
  17.96016,    0.67516,    0.66599,    0.22986,    0.34619
  17.96816,    0.68158,    0.67231,    0.23518,    0.32202
  17.97616,    0.68793,    0.67584,    0.24057,    0.15032
  17.98416,    0.69424,    0.67924,    0.24598,   -0.03666
  17.99216,    0.70050,    0.69688,    0.25152,    0.36638
  18.00015,    0.70670,    0.69578,    0.25716,    0.42860
  18.00815,    0.71284,    0.70206,    0.26269,    0.10423
  18.01615,    0.71894,    0.71014,    0.26829,    0.00874
  18.02415,    0.72498,    0.71555,    0.27402,    0.24893
  18.03215,    0.73096,    0.72289,    0.27978,    0.29073
  18.04015,    0.73689,    0.72766,    0.28562,    0.21552
  18.04815,    0.74276,    0.73485,    0.29149,    0.20132
  18.05615,    0.74857,    0.73883,    0.29741,    0.25833
  18.06415,    0.75433,    0.74257,    0.30334,    0.10676
  18.07215,    0.76003,    0.74769,    0.30925,   -0.09060
  18.08015,    0.76567,    0.76045,    0.31527,    0.42413
  18.08815,    0.77125,    0.76248,    0.32143,    0.28267
  18.09615,    0.77678,    0.76416,    0.32745,   -0.13855
  18.10415,    0.78225,    0.77648,    0.33359,    0.07601
  18.11215,    0.78765,    0.77998,    0.33985,    0.34650
  18.12015,    0.79300,    0.78238,    0.34617,    0.18462
  18.12815,    0.79828,    0.79077,    0.35253,    0.23126
  18.13614,    0.80351,    0.79256,    0.35885,    0.25755
  18.14414,    0.80867,    0.81150,    0.36523,    0.24820
  18.15214,    0.81378,    0.81001,    0.37162,   -0.13247
  18.16014,    0.81882,    0.81972,    0.37817,    0.34135
  18.16814,    0.82379,    0.81972,    0.38481,    0.23023
  18.17614,    0.82871,    0.82396,    0.39134,   -0.22173
  18.18414,    0.83356,    0.83022,    0.39796,    0.20117
  18.19214,    0.83835,    0.83449,    0.40469,    0.20697
  18.20014,    0.84308,    0.83650,    0.41134,    0.02453
  18.20814,    0.84774,    0.84400,    0.41801,    0.21340
  18.21614,    0.85233,    0.84611,    0.42471,    0.02075
  18.22414,    0.85687,    0.84671,    0.43147,   -0.13630
  18.23214,    0.86133,    0.86294,    0.43828,    0.18474
  18.24014,    0.86573,    0.86217,    0.44532,    0.22093
  18.24814,    0.87007,    0.86217,    0.45218,   -0.18543
  18.25614,    0.87433,    0.87202,    0.45904,    0.06433
  18.26414,    0.87854,    0.87586,    0.46598,    0.16150
  18.27213,    0.88267,    0.87665,    0.47302,   -0.12794
  18.28013,    0.88674,    0.88237,    0.48013,    0.13703
  18.28813,    0.89074,    0.88412,    0.48715,    0.03067
  18.29613,    0.89467,    0.88405,    0.49427,   -0.25883
  18.30413,    0.89854,    0.89752,    0.50141,    0.18918
  18.31213,    0.90233,    0.89601,    0.50857,    0.11836
  18.32013,    0.90606,    0.89850,    0.51564,   -0.20681
  18.32813,    0.90972,    0.90689,    0.52292,    0.09364
  18.33613,    0.91331,    0.90689,    0.53020,    0.05327
  18.34413,    0.91682,    0.91140,    0.53754,    0.07391
  18.35213,    0.92027,    0.91226,    0.54485,    0.14540
  18.36013,    0.92365,    0.91698,    0.55213,   -0.04763
  18.36813,    0.92696,    0.92367,    0.55949,   -0.13385
  18.37613,    0.93020,    0.92897,    0.56693,    0.20714
  18.38413,    0.93337,    0.92456,    0.57434,   -0.18431
  18.39213,    0.93646,    0.93434,    0.58168,   -0.18923
  18.40013,    0.93949,    0.93508,    0.58924,    0.06525
  18.40812,    0.94244,    0.93673,    0.59675,    0.02467
  18.41612,    0.94533,    0.94172,    0.60432,    0.04005
  18.42412,    0.94814,    0.94263,    0.61177,   -0.18877
  18.43212,    0.95087,    0.94263,    0.61926,   -0.28025
  18.44012,    0.95354,    0.95155,    0.62684,    0.15722
  18.44812,    0.95613,    0.94893,    0.63452,   -0.12760
  18.45612,    0.95865,    0.95576,    0.64210,   -0.36158
  18.46412,    0.96110,    0.96018,    0.64973,   -0.05133
  18.47212,    0.96347,    0.95970,    0.65746,   -0.12768
  18.48012,    0.96577,    0.96238,    0.66520,   -0.08196
  18.48812,    0.96800,    0.96542,    0.67290,   -0.20412
  18.49612,    0.97015,    0.96049,    0.68060,   -0.50434
  18.50412,    0.97223,    0.97609,    0.68834,   -0.07212
  18.51212,    0.97424,    0.96895,    0.69611,   -0.18926
  18.52012,    0.97617,    0.97494,    0.70383,   -0.52006
  18.52812,    0.97802,    0.97844,    0.71162,   -0.15912
  18.53612,    0.97981,    0.97760,    0.71945,   -0.24581
  18.54412,    0.98151,    0.98112,    0.72732,   -0.19518
  18.55211,    0.98315,    0.98184,    0.73513,   -0.34295
  18.56011,    0.98470,    0.97957,    0.74306,   -0.35340
  18.56811,    0.98619,    0.98896,    0.75093,   -0.15027
  18.57611,    0.98759,    0.98225,    0.75876,   -0.31335
  18.58411,    0.98893,    0.99054,    0.76657,   -0.54767
  18.59211,    0.99018,    0.99215,    0.77456,   -0.18691
  18.60011,    0.99137,    0.99074,    0.78156,   -0.26359
  18.60811,    0.99247,    0.99445,    0.78999,   -0.20297
  18.61611,    0.99350,    0.99100,    0.79791,   -0.34074
  18.62411,    0.99446,    0.99172,    0.80577,   -0.47343
  18.63211,    0.99534,    0.99761,    0.81375,   -0.16874
  18.64011,    0.99614,    0.99253,    0.82173,   -0.44389
  18.64811,    0.99687,    0.99812,    0.82967,   -0.59193
  18.65611,    0.99752,    0.99711,    0.83768,   -0.22624
  18.66411,    0.99810,    0.99761,    0.84573,   -0.36414
  18.67211,    0.99860,    0.99929,    0.85369,   -0.22230
  18.68011,    0.99902,    0.99445,    0.86165,   -0.41111
  18.68810,    0.99937,    0.99766,    0.86960,   -0.46259
  18.69610,    0.99964,    1.00277,    0.87763,   -0.11227
  18.70410,    0.99984,    0.99491,    0.88561,   -0.40795
  18.71210,    0.99996,    1.00296,    0.89360,   -0.45442
  18.72010,    1.00000,    1.00416,    0.90158,   -0.24658
  18.72810,    0.99997,    1.00253,    0.90970,   -0.46604
  18.73610,    0.99986,    0.99814,    0.91771,   -0.16669
  18.74410,    0.99967,    0.99951,    0.92562,   -0.43194
  18.75210,    0.99941,    1.00090,    0.93364,   -0.46326
  18.76010,    0.99907,    0.99951,    0.94171,   -0.12838
  18.76810,    0.99866,    0.99445,    0.94969,   -0.54628
  18.77610,    0.99817,    1.00385,    0.95762,   -0.32842
  18.78410,    0.99761,    0.99929,    0.96570,   -0.20213
  18.79210,    0.99696,    0.99929,    0.97369,   -0.34037
  18.80010,    0.99625,    0.99651,    0.98163,   -0.24463
  18.80810,    0.99545,    0.99258,    0.98954,   -0.52533
  18.81610,    0.99458,    0.99929,    0.99755,   -0.17531
  18.82409,    0.99364,    0.99606,    1.00565,   -0.28819
  18.83209,    0.99262,    0.99126,    1.01349,   -0.68592
  18.84009,    0.99152,    0.99574,    1.02143,   -0.21390
  18.84809,    0.99035,    0.99172,    1.02946,   -0.26072
  18.85609,    0.98911,    0.99373,    1.03747,   -0.17021
  18.86409,    0.98778,    0.98549,    1.04538,   -0.35439
  18.87209,    0.98639,    0.98539,    1.05316,   -0.54877
  18.88009,    0.98491,    0.99253,    1.06108,   -0.13279
  18.88809,    0.98337,    0.98649,    1.06900,   -0.14919
  18.89609,    0.98174,    0.98539,    1.07690,   -0.51147
  18.90409,    0.98005,    0.98697,    1.08481,   -0.12608
  18.91209,    0.97827,    0.98000,    1.09268,   -0.20864
  18.92009,    0.97643,    0.98311,    1.10047,   -0.05727
  18.92809,    0.97451,    0.97691,    1.10829,   -0.26704
  18.93609,    0.97251,    0.97230,    1.11613,   -0.45139
  18.94409,    0.97044,    0.97738,    1.12395,   -0.06609
  18.95209,    0.96830,    0.97024,    1.13171,   -0.23522
  18.96008,    0.96608,    0.96773,    1.13942,   -0.45014
  18.96808,    0.96379,    0.97257,    1.14714,   -0.09034
  18.97608,    0.96143,    0.96542,    1.15495,   -0.25445
  18.98408,    0.95899,    0.96574,    1.16267,   -0.17441
  18.99208,    0.95648,    0.96097,    1.17036,   -0.21140
  19.00008,    0.95390,    0.95186,    1.17799,   -0.46202
  19.00808,    0.95125,    0.96145,    1.18565,   -0.12773
  19.01608,    0.94852,    0.95243,    1.19334,   -0.23598
  19.02408,    0.94572,    0.94951,    1.20084,   -0.62399
  19.03208,    0.94285,    0.95186,    1.20851,   -0.12190
  19.04008,    0.93990,    0.94476,    1.21616,   -0.20985
  19.04808,    0.93689,    0.94869,    1.22369,   -0.20117
  19.05608,    0.93380,    0.95095,    1.23133,    0.06689
  19.06408,    0.93064,    0.93939,    1.23883,   -0.29069
  19.07208,    0.92741,    0.93017,    1.24628,   -0.17017
  19.08008,    0.92411,    0.94620,    1.25390,    0.31656
  19.08808,    0.92074,    0.91097,    1.26124,   -0.60567
  19.09608,    0.91730,    0.92573,    1.26860,   -0.04267
  19.10407,    0.91380,    0.93268,    1.27603,    0.21002
  19.11207,    0.91022,    0.92410,    1.28343,    0.02528
  19.12007,    0.90657,    0.91612,    1.29086,    0.13554
  19.12807,    0.90285,    0.90912,    1.29810,   -0.13062
  19.13607,    0.89906,    0.90872,    1.30542,    0.05080
  19.14407,    0.89521,    0.90756,    1.31270,    0.32377
  19.15207,    0.89129,    0.89532,    1.31983,   -0.05943
  19.16007,    0.88730,    0.89601,    1.32696,   -0.31547
  19.16807,    0.88324,    0.89683,    1.33418,    0.12021
  19.17607,    0.87911,    0.88554,    1.34128,    0.13371
  19.18407,    0.87492,    0.88700,    1.34835,    0.08106
  19.19207,    0.87066,    0.87820,    1.35539,    0.03859
  19.20007,    0.86633,    0.87137,    1.36241,   -0.07004
  19.20807,    0.86194,    0.87319,    1.36936,    0.02987
  19.21607,    0.85749,    0.86711,    1.37637,    0.23150
  19.22407,    0.85296,    0.85881,    1.38317,   -0.03486
  19.23207,    0.84838,    0.85929,    1.38996,   -0.08758
  19.24006,    0.84372,    0.85766,    1.39689,    0.15978
  19.24806,    0.83901,    0.84561,    1.40379,    0.20874
  19.25606,    0.83423,    0.84611,    1.41063,    0.24753
  19.26406,    0.82938,    0.83602,    1.41732,    0.18966
  19.27206,    0.82448,    0.82818,    1.42395,    0.02496
  19.28006,    0.81951,    0.83008,    1.43057,    0.10440
  19.28806,    0.81448,    0.82619,    1.43720,    0.47882
  19.29606,    0.80938,    0.81545,    1.44367,    0.09537
  19.30406,    0.80423,    0.81001,    1.45015,   -0.01343
  19.31206,    0.79901,    0.81001,    1.45666,    0.21854
  19.32006,    0.79373,    0.80189,    1.46318,    0.26740
  19.32806,    0.78839,    0.79362,    1.46960,    0.20433
  19.33606,    0.78300,    0.79153,    1.47594,    0.28875
  19.34406,    0.77754,    0.78374,    1.48217,    0.13411
  19.35206,    0.77202,    0.78060,    1.48842,    0.01506
  19.36006,    0.76644,    0.77722,    1.49471,    0.26730
  19.36806,    0.76081,    0.77082,    1.50095,    0.43307
  19.37605,    0.75512,    0.75819,    1.50703,   -0.00646
  19.38405,    0.74937,    0.75819,    1.51306,   -0.09504
  19.39205,    0.74356,    0.75560,    1.51910,    0.21311
  19.40005,    0.73770,    0.74736,    1.52521,    0.31270
  19.40805,    0.73178,    0.73986,    1.53127,    0.08168
  19.41605,    0.72580,    0.73672,    1.53712,    0.34909
  19.42405,    0.71977,    0.72735,    1.54289,    0.23503
  19.43205,    0.71369,    0.72054,    1.54870,    0.03957
  19.44005,    0.70755,    0.72107,    1.55442,    0.24592
  19.44805,    0.70136,    0.71378,    1.56016,    0.41666
  19.45605,    0.69511,    0.70496,    1.56580,    0.40428
  19.46405,    0.68881,    0.69578,    1.57135,   -0.10149
  19.47205,    0.68246,    0.69420,    1.57690,    0.07430
  19.48005,    0.67605,    0.69015,    1.58249,    0.36708
  19.48805,    0.66960,    0.68080,    1.58798,    0.32923
  19.49605,    0.66309,    0.67406,    1.59344,    0.18964
  19.50405,    0.65653,    0.66795,    1.59884,    0.39083
  19.51204,    0.64993,    0.66023,    1.60410,    0.35804
  19.52004,    0.64327,    0.65213,    1.60933,    0.11670
  19.52804,    0.63656,    0.64533,    1.61450,    0.13984
  19.53604,    0.62981,    0.64295,    1.61908,    0.44272
  19.54404,    0.62301,    0.63768,    1.62458,    0.60318
  19.55204,    0.61616,    0.62670,    1.62961,    0.29568
  19.56004,    0.60926,    0.61853,    1.63450,    0.10007
  19.56804,    0.60232,    0.61239,    1.63936,    0.20456
  19.57604,    0.59533,    0.61182,    1.64427,    0.52266
  19.58404,    0.58829,    0.60170,    1.64912,    0.35755
  19.59204,    0.58122,    0.59204,    1.65395,    0.42640
  19.60004,    0.57409,    0.58768,    1.65874,    0.49526
  19.60804,    0.56693,    0.57685,    1.66332,    0.50816
  19.61604,    0.55972,    0.56942,    1.66799,    0.43965
  19.62404,    0.55246,    0.56283,    1.67253,    0.32538
  19.63204,    0.54517,    0.55432,    1.67700,    0.19583
  19.64004,    0.53783,    0.54917,    1.68144,    0.59017
  19.64804,    0.53046,    0.54507,    1.68573,    0.61321
  19.65603,    0.52304,    0.53692,    1.69003,    0.58029
  19.66403,    0.51558,    0.52599,    1.69422,    0.44055
  19.67203,    0.50808,    0.52055,    1.69842,    0.16855
  19.68003,    0.50055,    0.51451,    1.70254,    0.48658
  19.68803,    0.49297,    0.50971,    1.70669,    0.72830
  19.69603,    0.48536,    0.49924,    1.71078,    0.72587
  19.70403,    0.47772,    0.48944,    1.71480,    0.64785
  19.71203,    0.47003,    0.48090,    1.71870,    0.46209
  19.72003,    0.46231,    0.47402,    1.72247,    0.64255
  19.72803,    0.45456,    0.46326,    1.72621,    0.55854
  19.73603,    0.44677,    0.45727,    1.72984,    0.49488
  19.74403,    0.43894,    0.45085,    1.73344,    0.32950
  19.75203,    0.43108,    0.44517,    1.73695,    0.41847
  19.76003,    0.42319,    0.43745,    1.74048,    0.48201
  19.76803,    0.41527,    0.43138,    1.74399,    0.73886
  19.77603,    0.40732,    0.42501,    1.74744,    0.81260
  19.78403,    0.39933,    0.41290,    1.75078,    0.71341
  19.79202,    0.39132,    0.40550,    1.75404,    0.50744
  19.80002,    0.38327,    0.39581,    1.75716,    0.37777
  19.80802,    0.37520,    0.38798,    1.76038,    0.27864
  19.81602,    0.36709,    0.38007,    1.76342,    0.57626
  19.82402,    0.35896,    0.37482,    1.76645,    0.67045
  19.83202,    0.35080,    0.36401,    1.76941,    0.88164
  19.84002,    0.34262,    0.35847,    1.77234,    0.81818
  19.84802,    0.33441,    0.34824,    1.77518,    0.67335
  19.85602,    0.32617,    0.33647,    1.77794,    0.54381
  19.86402,    0.31791,    0.33220,    1.78063,    0.53127
  19.87202,    0.30962,    0.32324,    1.78323,    0.91549
  19.88002,    0.30132,    0.31516,    1.78575,    0.75039
  19.88802,    0.29298,    0.30536,    1.78823,    0.62092
  19.89602,    0.28463,    0.29980,    1.79059,    0.72036
  19.90402,    0.27625,    0.28784,    1.79293,    0.70792
  19.91202,    0.26786,    0.28029,    1.79520,    0.38523
  19.92002,    0.25944,    0.27125,    1.79740,    0.57628
  19.92801,    0.25100,    0.26646,    1.79954,    0.46218
  19.93601,    0.24254,    0.25874,    1.80162,    0.30232
  19.94401,    0.23407,    0.25131,    1.80365,    0.85457
  19.95201,    0.22558,    0.24201,    1.80564,    0.61847
  19.96001,    0.21707,    0.23223,    1.80749,    0.90118
  19.96801,    0.20854,    0.22370,    1.80936,    0.63459
  19.97601,    0.20000,    0.21394,    1.81106,    0.82581
  19.98401,    0.19144,    0.20766,    1.81275,    0.56436
  19.99201,    0.18287,    0.19613,    1.81436,    0.57250
  20.00001,    0.17428,    0.18861,    1.81587,    0.27550
  20.00801,    0.16568,    0.18312,    1.81731,    0.61939
  20.01601,    0.15707,    0.17241,    1.81869,    0.26140
  20.02401,    0.14845,    0.16684,    1.82003,    0.43750
  20.03201,    0.13981,    0.15862,    1.82128,    0.20162
  20.04001,    0.13117,    0.14959,    1.82247,    0.09802
  20.04801,    0.12251,    0.14309,    1.82366,    0.43188
